Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
27/04/17,"32 WARRENSTOWN GREEN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,231000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"35 EDEN PARK DR, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,710000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"38 PLUNKETT DR, DUBLIN 11, DUBLIN",Dublin 11,Dublin,135000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"4 Castleway, Kinsealy Lane, Malahide",,Dublin,681416,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"4 Fairhaven Close, Castleknock Road, Castleknock",Dublin 15,Dublin,451234,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
27/04/17,"40 HARTY PLACE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"42 BALFE AVENUE, DUBLIN 12",Dublin 12,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"43 WILLOW WOOD VIEW, HARTSTOWN ROAD, CLONSILLA",Dublin 15,Dublin,182000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"45 the lawn, hansfield wood, hansfield",Dublin 15,Dublin,264273,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"48 CHERRYGARTH, RIVER VALLEY, SWORDS",,Dublin,130000,Yes,No,Second-Hand Dwelling house /Apartment,
27/04/17,"5 LARKSPUR HALL, LEVMOSS PARK, THE GALLOPS DUBLIN 18",Dublin 18,Dublin,193833,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"50 DEMESNE, KILLESTER, DUBLIN 5",,Dublin,471000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"51 COMPASS COURT SOUTH, ROYAL CANAL PARK, DUBLIN 15",,Dublin,191000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"526 SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin 8,Dublin,341000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"55 CHARLEVILLE AVE, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"57 GARVILLE AVE, RATHGAR, DUBLIN 6",Dublin 6,Dublin,1085000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"6 Croftwell Square, Rathcoole",,Dublin,290748,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"6 IONA DR, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,1052000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"67 RATHFARNHAM RD, TERENURE, DUBLIN 6W",,Dublin,800000,Yes,No,Second-Hand Dwelling house /Apartment,
27/04/17,"72 DODDER RD LOWER, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,545000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"74 MOYNE RD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,1295000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"76 SERPENTINE AVE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,512500,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"77 QUINNS RD, SHANKILL, DUBLIN",Dublin 18,Dublin,467500,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"78 DINGLE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"8 WARRENSTOWN PLACE, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"80 AUGHRIM ST, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"81 BROOMBRIDGE RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,262000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"9 BELMAYNE PARK NORTH, BELMAYNE, PARK NORTH",Dublin 13,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"94 IVERAGH RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,120000,Yes,No,Second-Hand Dwelling house /Apartment,
27/04/17,"APT 210 NEW HARDWICKE, CHURCH STREET, DUBLIN",Dublin 7,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"APT 53, THE PHOENIX, RIVERPARK APTS DUBLIN 8",Dublin 8,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"Crough's Public House and APT 3, TIMOTHY CROUGH HOUSE, EMMET ROAD  Inchicore",,Dublin,590400,Yes,No,Second-Hand Dwelling house /Apartment,
27/04/17,"GLENSTAL CLOSE, WESTMINSTER RD, FOXROCK",Dublin 18,Dublin,930000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"STANFORD HOUSE, WESTMINSTER RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,4000000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"THE OLD VICARAGE, SILCHESTER RD, GLENAGEARY",,Dublin,3105000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"1 BELFRY PLACE, LUSK VILLAGE, LUSK",,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"1 DodderBrook Gardens, DodderBrook Wood, Ballycullen",,Dublin,351938,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/04/17,"1 ST FINTANS, NORTH ST, SWORDS",,Dublin,181000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"1 TEMPLE VIEW CRESCENT, CLAREHALL, DUBLIN 13",Dublin 13,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"103 THE CUBES, SANDYFORD, CO DUBLIN",,Dublin,318000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"104 BOROIMHE ALDER SWORDS, DUBLIN",,Dublin,270100,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"104 THE COOMBE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"109 TEMPLEVILLE RD, TERENURE, DUBLIN 6W",,Dublin,558000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"11 MCAULEY RD, ARTANE, DUBLIN 5",Dublin 5,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"11 PARC NA SILLA AVE, LOUGHLINSTOWN, DUBLIN",Dublin 18,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"113 THE sycamores, WINTER GARDEN, PEARSE ST DUBLIN 2",Dublin 2,Dublin,165000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"120-122  &120A, Lower Kilmacud Road, Stillorgan",,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"124 BROOKLAWN, STRANDVILLE AVENUE EAST, CLONTARF",Dublin 3,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"13 KELLY'S BAY, THE MOORINGS, SKERRIES",,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"14 OLD RECTORY, CHAPEL HILL, LUCAN",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"14 TREESDALE, STILLORGAN, DUBLIN",,Dublin,300000,Yes,No,Second-Hand Dwelling house /Apartment,
28/04/17,"141 IVERAGH RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"16 CHURCH ROAD, MULHUDDART, CO. DUBLIN",Dublin 15,Dublin,87500,Yes,No,Second-Hand Dwelling house /Apartment,
28/04/17,"16 FINISTERE, RUSH, DUBLIN",,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"16 PUDDING ROW, TEMPLE BAR, DUBLIN",Dublin 8,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"16 ROYAL TERRACE EAST, DUN LAOGHAIRE, DUBLIN",,Dublin,1410000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"16 WATERVILLE HALL, WATERVILLE TERRACE, BLANCHARDSTOWN",,Dublin,203000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"163 ELM PARK, DUBLIN 2",,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"169 BEAUMONT ROAD, BEAUMONT, DUBLIN 9",,Dublin,308000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"171 LEIGHLIN RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"177 SEAFIELD RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,1025000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"18 ST ATTRACTA RD, CABRA EAST, DUBLIN 7",Dublin 7,Dublin,192000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"19 THE ORCHARD, CARPENTERSTOWN RD, COOLMINE DUBLIN 15",Dublin 15,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"2 DRUMMOND PLACE, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"20 Cuil Duin View, Citywest",Dublin 24,Dublin,290826,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/04/17,"20 KINGSMILLS COURT, BOLTON ST, DUBLIN 7",Dublin 1,Dublin,163000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"20 RUTLAND COTTAGE, SUMMERHILL, DUBLIN",Dublin 1,Dublin,75000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"20 WHITESTOWN DR, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"21 LOCKKEEPERS WALK, ROYAL CANAL PARK, DUBLIN 15",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"21 The Avenue, Hansfield Wood, Hansfield",Dublin 15,Dublin,296747,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/04/17,"218 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"21A THE OLD FORGE, LUCAN, THE OLD FORGE",,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"22 NEWHAVEN AVE, BALBRIGGAN, DUBLIN",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"22 SANDYFORD HALL DR, LEOPARDSTOWN, DUBLIN 18",Dublin 18,Dublin,455000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"22 WOODVILLE AVE, LUCAN, DUBLIN",,Dublin,455000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"23 HOLYWELL HEIGHTS, FLETRIM RD, SWORDS",,Dublin,248500,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"23 KILNAMANAGH RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"25 hampton gardens, balbriggan",,Dublin,207048,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/04/17,"25 THE ANCHORAGE, CROFTON RD, DUN LAOGHAIRE",,Dublin,242500,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"25 THE SLADE, TASSAGARD GREEN, SAGGART",,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"27 HAMPTON CRESCENT, BLACKROCK, DUBLIN",,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"27 RATHVALE AVE, AYRFIELD, DUBLIN 13",Dublin 13,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"28 MARTIN SAVAGE PARK, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,418000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"29 ALDERWOOD GREEN, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,208000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"29 SOUTH AVE, MOUNT MERRION, CO DUBLIN",,Dublin,687500,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 AILESBURY RD, DUBLIN 4",Dublin 4,Dublin,4500000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 Dodderbrook Gardens, Ballycullen, Dublin 24",Dublin 24,Dublin,343612,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/04/17,"3 FRANKFORT MEWS, FRANKFORT PARK DUNDRUM, DUBLIN 14",Dublin 14,Dublin,590000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 LONGMEADOW GROVE, OFF POTTERY RD, CABINTEELY DUBLIN 18",,Dublin,377500,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 MAPLE HALL, MOUNT SAINT ANNES, MILLTOWN",Dublin 6,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 MARFIELD GROVE, KILTIPPER WAY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 ROCKFIELD DRIVE, PERRYSTOWN, DUBLIN 12",,Dublin,505000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"3 TEMPLE COURT, MOUNT ST ANNES, MILLTOWN",Dublin 6,Dublin,485000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"31 MILLTOWN GROVE APTS, MILLTOWN GROVE, MILLTOWN DUBLIN 14",Dublin 14,Dublin,262500,Yes,No,Second-Hand Dwelling house /Apartment,
28/04/17,"32 AVONDALE RD, KILLINEY, DUBLIN",,Dublin,210000,Yes,No,Second-Hand Dwelling house /Apartment,
28/04/17,"34 ABBOTTS HILL, MALAHIDE, DUBLIN",,Dublin,2100000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"34 SUNDALE AVE, MOUNTAIN VIEW, TALLAGH DUBLIN 24",Dublin 24,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"34 wilkins view, greenhill, walkinstown",,Dublin,387664,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/04/17,"35 EARLS COURT, REUBEN ST, DUBLIN 8",Dublin 8,Dublin,265050,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"35 OAK COURT, SANTRY, DUBLIN 9",Dublin 9,Dublin,327000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"38 SHANARD RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"39 Bellarmine Woods, Stepaside, Dublin 18",,Dublin,396476,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/04/17,"4 avenue, scholarstown wood, rathfarnham",Dublin 16,Dublin,515418,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/04/17,"4 BOROIMHE ASH, SWORDS, DUBLIN",,Dublin,278000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"40 ROWANBYRN, BLACKROCK, DUBLIN",,Dublin,492500,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"40 THE GREEN, WOODBROOK GLEN, BRAY",,Dublin,340000,Yes,No,Second-Hand Dwelling house /Apartment,
28/04/17,"43 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS",Dublin 18,Dublin,277534,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/04/17,"45 THE SQUARE, LARCH HILL, DUBLIN 17",Dublin 17,Dublin,187000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"498 BALLYFERMOT ROAD, DUBLIN 10",Dublin 10,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"5 BAYMOUNT PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,810000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"54 GANDON CLOSE, HAROLDS CROSS RD, HAROLDS CROSS DUBLIN 6W",,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"55 BEAUMONT COURT, BEAUMONT WOODS, DUBLIN 9",Dublin 9,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"6 LIMELAWN HILL, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,326000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"60 THE WATER RILL, WATERSIDE, SWORDS RD",Dublin 9,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"64 ARDCOLLUM AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,352000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"64 The Paddocks Drive West, Adamstown, Lucan",,Dublin,290749,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/04/17,"69 KILBARRON PARK, COOLOCK DUBLIN 5, DUBLIN",Dublin 5,Dublin,231000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"7 BEECHFIELD VIEW, CLONEE, MEATH",Dublin 15,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"7 CUNNINGHAM PARK, CORNELSCOURT, DUBLIN 18",Dublin 18,Dublin,531500,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"7 ST JOHNS RD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,1100000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"72 THE DICKENS, THE GASWORKS, BARROW STREET",,Dublin,317000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"75 BELMAYNE PARK NORTH, BALGRIFFIN, DUBLIN 13",Dublin 13,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"8 Beresford Gardens, Donabate",,Dublin,308370,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/04/17,"8 CURRAGH HALL WOOD, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,152000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"8 Fairhaven Close, Castleknock Road, Catelknock",,Dublin,451233,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/04/17,"8 LEOPARDSTOWN COURT, BREWERY RD, STILLORGAN",,Dublin,620000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"8 MELVILLE WAY, CITYSIDE, MEAKSTOWN DUBLIN 11",Dublin 11,Dublin,164000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"83 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,261000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"88 LOWER DODDER RD, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"9 VERNON COURT, SEAFIELD RD, CLONTARF DUBLIN 3",Dublin 3,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"93 THOMAS MOORE RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"94 CARNDONAGH RD, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,321151,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"94 GLENARRIFF RD, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,254000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"APT 44, OLCOVAR, DUBLIN RD",Dublin 18,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"APT 67  BLOCK D, HANOVER QUAY, DUBLIN 2",,Dublin,565000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"BARRENHILL HOUSE, CARRICKBRACK RD, HOWTH",Dublin 13,Dublin,1150000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"GLENCAR, 4 DRYNAM RD, SWORDS",,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"NO. 46 ASHBROOK, ASHTOWN, DUBLIN 7",,Dublin,242000,No,No,Second-Hand Dwelling house /Apartment,
28/04/17,"THE APARTMENT, 24 LOWER KILMACUD RD, STILLORGAN",,Dublin,180193,Yes,No,Second-Hand Dwelling house /Apartment,
28/04/17,"Unit 32, Hampton Gardens Drive, Balbriggan",,Dublin,215860,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/04/17,"118 FOSTERBROOK, STILLORGAN, DUBLIN",,Dublin,660000,No,No,Second-Hand Dwelling house /Apartment,
01/05/17,"31 GLENVARA PARK, KNOCKLYON, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
01/05/17,"32 CATHERINES CLOSE, CARMANS HALL, FRANCIS ST",Dublin 8,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,
01/05/17,"7 Struan Glen, Enniskerry Road, Kilternan",,Dublin,641850,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
02/05/17,"1 GROVE AVE, MALAHIDE, DUBLIN",,Dublin,16000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"12 Heathfield Drive, Cappagh Road, Finglas",Dublin 11,Dublin,240000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"13 MOREEN ROAD, SANDYFORD, DUBLIN 16",Dublin 16,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"14 SKELLIGS COURT, WATERVILLE, BLANCHARDSTOWN",Dublin 15,Dublin,125000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"15 Ardilea Crescent, Heidelberg, Ardilea  Clonskeagh",Dublin 14,Dublin,770924,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"15 THE CUMBERLAND, CUMBERLAND AVE, DUBLIN 1",,Dublin,196000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"16 BELARMINE LAWNS, BELARMINE WOODS, STEPASIDE",,Dublin,428175,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"17 The Avenue, Hansfield Wood, Hansfield",Dublin 15,Dublin,325991,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"18 FINNSVIEW, FINNSTOWN PRIORY, LUCAN",,Dublin,332000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"19 CARNDONAGH ROAD, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,292500,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"2 Abbotts Grove Avenue, Knocklyon",Dublin 16,Dublin,325110,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"2 BLARNEY PARK, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,356000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"2 COOLBROCK COTTAGES, BARN LODGE THE NEW RD, FINGLAS DUBLIN 11",Dublin 11,Dublin,65000,Yes,No,Second-Hand Dwelling house /Apartment,
02/05/17,"2 THE ORCHARD, CHERRYFIELD AVE UPPER, RANELAGH DUBLIN 6",Dublin 6,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"20A SLADEMORE CLOSE, MALAHIDE RD, DUBLIN 13",Dublin 13,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"22 DUNSOGHLY CLOSE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,237000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"22 LIMEKILN DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"22 SPRANGERS YARD, CROWE ST, TEMPLE BAR DUBLIN 2",Dublin 2,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"23 PINE VALLEY PARK, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,650000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"25 The Avenue, Handfield Wood, Hansfield",Dublin 15,Dublin,321586,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"26 Abbots Grove Avenue, Knocklyon",Dublin 16,Dublin,324110,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"3 Beresford Place, Donabate",,Dublin,299559,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"3 PINE HURST, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,372000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"31 CHRISTCHURCH VIEW, CHRISTCHURCH, DUBLIN 8",Dublin 8,Dublin,485000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"37 Belarmine Lawns, Belarmine Woods, Stepaside",Dublin 18,Dublin,365639,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/05/17,"39 BRAMLEY VIEW, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,375500,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"4 EARLSFORT GLADE, LUCAN, DUBLIN",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
02/05/17,"41 Hampton Wood Green, Finglas, Dublin 11",,Dublin,233480,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
