Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
24/04/17,"1 Barnwell Square East, Barnwell Square, Hansfield",Dublin 15,Dublin,268722,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"1 BOLBROOK AVE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,239000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"1 ELM GROVE, CARYSFORT AVE, BLACKROCK",,Dublin,697500,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"1 O'DONOGHUE STREET, INCHICORE, DUBLIN 8",,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"11 BENEAVIN COURT, GLASNEVIN, DUBLIN 11",,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"15 LAGAN HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"17 OAKCOURT CLOSE, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"2 dodderbrook gardens, ballycullen",Dublin 24,Dublin,343612,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"2 ELM MOUNT RD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,123000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"223 BRANDON RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,347810,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"237 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"24 EDWARD LANE, BLOOMFIELD AVE, DUBLIN",Dublin 4,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"26 Croftwell Square, Rathcoole",,Dublin,330396,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"27 GRANGE ABBEY CRESENT, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"3 INCHICORE ROAD, KILMAINHAM, DUBLIN 8",,Dublin,315500,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"32 CEDAR HALL, MILLBROOK COURT, MILLTOWN RD DUBLIN 6",Dublin 6,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"35 GRANITEFIELD MEWS, ROCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"36 GRANITEFIELD MEWS, ROCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"36 WILKINS VIEW, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,396476,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"5 HUDSON RD, SANDYCOVE, DUBLIN",,Dublin,570000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"51 SEATOWN VILLAS, SWORDS, DUBLIN",,Dublin,293000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"56 ROSEDALE CRESCENT, CLONEE, DUBLIN 15",Dublin 15,Dublin,25000,Yes,No,Second-Hand Dwelling house /Apartment,
24/04/17,"6 Abbot's Grove Avenue, Abbot's Grove, Knocklyon",Dublin 16,Dublin,299559,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"69 CONQUER HILL ROAD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"7 Barnwell Square East, Barnwell, Hansfield",Dublin 15,Dublin,272588,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"7 WOODHAVEN, BRIDGE RD, MILLTOWN DUBLIN 6",Dublin 14,Dublin,585000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"70 SHENICK RD, SKERRIES, DUBLIN",,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"79 SEAFIELD COURT, KILLINEY, CO DUBLIN",,Dublin,431000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"8 Bridge Avenue, Royal Canal Park, Ashtown",Dublin 15,Dublin,352423,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/17,"85 GRANITEFIELD MANOR, DUN LAOGHAIRE, DUBLIN",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"86 GRANITEFIELD MANOR, DUN LAOGHAIRE, DUBLIN",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"87 GRANITEFIELD MANOR, DUN LAOGHAIRE, DUBLIN",,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"9 AIDEEN PLACE MEWS, TERENURE, DUBLIN 6",,Dublin,494000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"9 FITZROY AVE, DRUMCONDRA, DUBLIN",Dublin 3,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"APT 2, 38 AMIENS ST, DUBLIN 1",Dublin 1,Dublin,281500,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"APT 2, BALLALEASE COURT, DONABATE",,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"APT 47, 25 WOLFE TONE ST, DUBLIN 1",Dublin 1,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"APT.46A GRANITE FIELD MANOR, DUN LAOGHAIRE, COUNTY DUBLIN",,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"DAVOS, THE BAILY, DUBLIN",Dublin 13,Dublin,1300000,No,No,Second-Hand Dwelling house /Apartment,
24/04/17,"DUPLEX UNIT 10, BLACKHALL GREEEN, ARBOUR HILL",Dublin 7,Dublin,426000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"1 NICHOLAS HOUSE, ARDILAUN COURT, PATRICK ST",Dublin 8,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"10 Bridge Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,343612,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"12 Bridge Avenue, Royal Canal Park Ratoath Rd, Ashtown",,Dublin,352423,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
25/04/17,"129 ADAMSTOWN AVE, ADAMSTOWN CASTLE, ADAMSTOWN",,Dublin,261000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"13 CASTLELAND PARK PLACE, BALBRIGGAN",,Dublin,213600,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"15 BEVERLY GROVE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"15 FINNSVIEW, FINNSTOWN CLOISTERS, LUCAN",,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"15 MEADOW PARK AVE, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,102500,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"17 GREENMOUNT LANE, DUBLIN 12",,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"17 SYCAMORE PARK, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,382000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"17 VERNON COURT, SEAFIELD ROAD, CLONTARF",,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"175 THE SPINNAKER, ARRAN QUAY, DUBLIN 7",Dublin 7,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"18 ANNALLY RD, CABRA EAST, DUBLIN 7",Dublin 7,Dublin,371000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"19 NORTH CIRCULAR ROAD, DUBLIN 7",Dublin 7,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"20 ST MARTINS PARK, KIMMAGE RD LOWER, DUBLIN 6W",,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"21 Diswellstown Ave, Castleknock",Dublin 15,Dublin,409692,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"21 PHOENIX VIEW, JAMES ST, DUBLIN 8",Dublin 8,Dublin,110000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"21 STRAND RD, SUTTON, DUBLIN 13",Dublin 13,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"25 Ashfield Avenue, Ridgewood, Forrest Road",,Dublin,315000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
25/04/17,"25 WINDMILL ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"26 The Avenue, Carrickmines Green, Carrickmines",Dublin 18,Dublin,462555,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
25/04/17,"26 THE BEECHES, ABBERLEY, KILLINEY",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"26 VICTORIA AVE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,810000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"27 Abbots Grove Avenue, Abbots Grove, Knocklyon",Dublin 16,Dublin,338326,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"28 BALLYOWEN CRESCENT, LUCAN, DUBLIN",,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"3 Park Lane, Belltree, Clongriffin",Dublin 13,Dublin,259912,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"31 Dodderbrook Avenue, Ballycullen  Dublin 24",Dublin 24,Dublin,303500,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"32 GREEN ISLE COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"36 MALAHIDE RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,465000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"36 MOOREFIELD DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,225000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"44 GLENSHESK RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,257000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"45 BELTON PARK RD, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"49 ST BRIGID'S PARK, FOXROCK, DUBLIN 18",Dublin 18,Dublin,385000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"5 ARDBURGH VILLAS, ARDBURGH ROAD, DALKEY",,Dublin,486344,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"5 LEIN PARK, HARMONSTOWN, DUBLIN 5",Dublin 5,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"54 JAMESTOWN RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,328000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"68 Rokeby Park, Lucan",,Dublin,748899,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"7 THE HAVEN, OFF MOBHI RD, GLASNEVIN",Dublin 9,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"70 TOWNSEND ST, DUBLIN 2, DUBLIN",Dublin 2,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"8 BALLYGALL PARADE, FINGLAS EAST, DUBLIN 14",,Dublin,243062,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"8 Cuil Duin View, Citywest",Dublin 24,Dublin,339207,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/17,"8 GLENTOW RD, LARKHILL, WHITEHALL DUBLIN 9",Dublin 9,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"86 CASEMENT PARK, FINGLAS WEST DUBLIN 11, DUBLIN",Dublin 11,Dublin,80000,Yes,No,Second-Hand Dwelling house /Apartment,
25/04/17,"86 LAVERNA WAY, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,535000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"9 CHERBURY COURT, BOOTERSTOWN, CO DUBLIN",,Dublin,321500,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"AMBER, 64 MONKSTOWN RD, MONKSTOWN",,Dublin,870000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"APT 2 49 51 PERCY PLACE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,305000,Yes,No,Second-Hand Dwelling house /Apartment,
25/04/17,"APT 3, PARLIAMENT BUILDINGS, TEMPLE BAR",,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
25/04/17,"no 27 park avenue, miullers glen, swords",,Dublin,271126,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"1 COURT APPARTMENTS, WILTON PLACE, DUBLIN 2",,Dublin,410000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"10 HOEY PLACE, BEAUPARK, CLONGRIFFIN DUBLIN 13",Dublin 13,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"10 MOUNT TALBOT, MONASTERY RD, CLONDALKIN",Dublin 15,Dublin,167000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"11 GORTMORE PARK, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,113154,Yes,No,Second-Hand Dwelling house /Apartment,
26/04/17,"112 LISMORE RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"126 WOODFIELD, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,485000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"128 BALLYFERMOT DR, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"14 FLORAVILLE LAWN, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,355000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"15 WEAVERS HALL, LEVMOSS PARK, THE GALLOPS",Dublin 18,Dublin,239000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"16 RIVERWOOD PLACE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"17 THE WILLOW, ROCKFIELD, DUNDRUM DUBLIN 14",Dublin 16,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"19 CASTLE PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"193 EMMET RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"2 Fairehaven Close, Castleknock Road",Dublin 15,Dublin,436123,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
26/04/17,"20  The Avenue, Robswall, Malahide",,Dublin,612335,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
26/04/17,"209 LARKHILL RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"21 Ashfield Avenue, Ridgewood, Swords",,Dublin,308370,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"21 CARYSFORT WOODS, BLACKROCK, DUBLIN",,Dublin,620000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"21 MC AULEY AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"23 Park Avenue, Millers Glen, Swords",,Dublin,267228,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"23 STRANDVILLE AVE, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"26 EARLSFIELD COURT, FRANCIS ST, DUBLIN 8",Dublin 8,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"29 BAYVIEW GLADE, KILLINEY, DUBLIN",,Dublin,415000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"2A WALKINSTOWN GREEN, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"3 BELLEVUE RD, GLENAGEARY, DUBLIN",,Dublin,895000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"30 CLANCY RD, FINGLAS, DUBLIN 11",Dublin 11,Dublin,105192,Yes,No,Second-Hand Dwelling house /Apartment,
26/04/17,"30 Croftwell Square, Rathcoole",,Dublin,299559,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"31 SEAGRAVE DRIVE, MEAKSTOWN, FINGLAS",,Dublin,150000,Yes,No,Second-Hand Dwelling house /Apartment,
26/04/17,"32D DUNSINK DR, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,79607,Yes,No,Second-Hand Dwelling house /Apartment,
26/04/17,"36 CHURCH AVE SOUTH, RIALTO, DUBLIN 8",Dublin 8,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"36 Roseland Avenue, Cualanor, Dun Laoghaire",,Dublin,651984,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
26/04/17,"38 JULIET SQ, ST EDMUNDS, PAMERSTOWN DUBLIN 20",Dublin 20,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"4 BAYVIEW DR, KILLINEY HILL RD, KILLINEY",,Dublin,505000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"4 GRANGE MANOR AVE, RATHFARNHAM, DUBLIN",Dublin 16,Dublin,572000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"4 RATH GAEL, DEANSRATH, CLONDALKIN",,Dublin,146000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"45 DUNDRUM GATE, BALLINTEER RD, DUBLIN 14",Dublin 16,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"54 PARK CRESCENT HOUSE, BLACKHORSE AVENUE, DUBLIN 7",,Dublin,232000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"57 AMBERVALE, COOKSTOWN, TALLAGHT",,Dublin,125000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"61 TEELING WAY EASTWALL DUBLIN 3, DUBLIN 3, DUBLIN",Dublin 3,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"62 STANNAWAY ROAD, CRUMLIN, DUBLIN 12",,Dublin,254500,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"66 RIVER VALE, RIVER ROAD, RATHBORNE",,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"68 Drury Mills, Saggart, Co Dublin",,Dublin,248367,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"73 BRACKENBUSH PARK, KILLINEY, DUBLIN",,Dublin,159331,Yes,No,Second-Hand Dwelling house /Apartment,
26/04/17,"88 CRANFORD COURT, STILLORGAN RD, DUBLIN 4",Dublin 4,Dublin,246000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"8A MELROSE PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,151000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"9 Ardilea Crescent, Heidelberg, Ardilea",,Dublin,925110,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
26/04/17,"93 CROMCASTLE RD, KILMORE WEST, COOLOCK DUBLIN 5",Dublin 5,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"93 GEORGIAN VILLAGE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,1070000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"APT 1 GROUND FLOOR, 63 LOWER DRUMCONDRA ROAD, DUBLIN 9",,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"APT 1, ROEBUCK LAWN, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"APT 25, 6 USHERS QUAY, DUBLIN 8",Dublin 8,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"APT 40 THE CHARTER, ST PAPPINS ST, BALLYMUN",Dublin 11,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"APT34 OLD DISTILLERY, BERESFORD ST, DUBLIN 7",Dublin 7,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"APT.70C - WESTEND GATE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,159500,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"BROOKFIELD, COTTAGE, DUBLIN 22",Dublin 22,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
26/04/17,"No. 1 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 10 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 2 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 3 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 4 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 5 Blackmills Grove, Blakestown Road, Mulhudart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 6 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 7 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 8 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"No. 9 Blackmills Grove, Blakestown Road, Mulhuddart",,Dublin,295000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/04/17,"ROCK HAVEN, 7C WOODLEY RD, DUNLAOGHAIRE",,Dublin,680000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"10 RECTORY GREEN, RIVERSTON ABBEY, NAVAN RD DUBLIN 7",Dublin 7,Dublin,495000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"11 GLOUCESTER PLACE, DUBLIN 1, DUBLIN",Dublin 1,Dublin,17649,Yes,No,Second-Hand Dwelling house /Apartment,
27/04/17,"119 GRANGE ABBEY DR, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"12 KILMORE RD, ARTANE, DUBLIN CITY",Dublin 5,Dublin,349500,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"15 The Place, Hazlebrook Square, Whitehall Road",Dublin 14,Dublin,515418,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"166 GRANDE CENTRAL, AT ROCKBROOK, SANDYFORD DUBLIN 18",Dublin 18,Dublin,351500,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"16B, KILBARRON RD, KILMORE WEST",Dublin 5,Dublin,130000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"17 CRAIGLANDS, ARDEEVIN RD, DALKEY",,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"17 FORTWILLIAM COURT, MOUNT MERRION AVE, BLACKROCK",,Dublin,447076,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"17 MONKS PLACE, PHIBSBORO, DUBLIN 7",,Dublin,145000,Yes,No,Second-Hand Dwelling house /Apartment,
27/04/17,"18 MOUNT EAGLE GROVE, LEOPARDSTOWN HEIGHTS, DUBLIN 18",Dublin 18,Dublin,440000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"19 Dodderbrook Avenue, Dodderbrook Wood, Old Court Road",,Dublin,295154,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"19 STOCKING WOOD GREEN, STOCKING AVENUE, RATHFARNHAM",,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"2 Barnwell Square East, Barnwell Square, Hansfield",Dublin 15,Dublin,243954,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"2 COLBERTS FORT, RIALTO, DUBLIN 8",Dublin 8,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"21 SWANWARD COURT, PARNELL ROAD, DUBLIN 12",,Dublin,191000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"23 Hampton Gardens Drive, Balbriggan",,Dublin,211453,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/04/17,"23 PORTMARNOCK WALK, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,471000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"233 COLLINSWOOD, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"24 PARK AVENUE, MILLERS GLEN, SWORDS",,Dublin,275330,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
27/04/17,"28 WATERSIDE WALK, WATERSIDE, MALAHIDE",,Dublin,315000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"29 PARKSIDE DRIVE, PARKSIDE, MALAHIDE ROAD",Dublin 17,Dublin,283253,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
27/04/17,"3 KILL AVE, DUN LAOGHAIRE, DUBLIN",,Dublin,580000,No,No,Second-Hand Dwelling house /Apartment,
27/04/17,"312 GRACE PARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
